flight_num,time_GMT,t_rel_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps
10598808,08:00:00,0,2584.1171700509053,4655.522900862088,1249.6799999999998,-14.382382855582687,-45.65354137126132,0.0
11080625,08:00:00,0,-657.4132485014624,-4269.975213714613,579.12,24.249159061657586,44.29814327737436,-7.61999999999996
10926744,08:00:00,0,-1307.1858328800315,62.2686200282824,365.76,36.64435102882191,-11.983945986818602,0.0
10514849,08:00:00,0,302.2455549702921,2.3345133674886998,228.6,32.36999906400811,-0.8234434178554999,-15.240000000000004
11396927,08:00:00,0,-4055.422201462081,-2.7369525220938,487.68,34.39733271204659,1.9416548789874,-30.480000000000008
10523207,08:00:00,0,555.0536255757384,3.4276953910667,236.2199999999999,83.06455194774587,0.07842131107990008,-7.619999999999905
11205799,08:00:00,0,1653.9281429371918,-3436.5509123781185,1821.18,-102.68191863136367,-61.450589273341905,0.0
11026521,08:00:00,0,576.4775292621227,86.3846495733636,152.4,-6.446989871596198,-3.1505787398170977,0.0
10679355,08:00:00,0,2440.9342778398686,-2880.1705130541923,1821.18,-114.04710076702607,-60.668105885528064,-7.619999999999516
10661360,08:00:00,0,-1766.753267566621,-4133.479076916027,838.2,47.593857623674076,-24.321173649860306,-15.24000000000003
10749052,08:00:00,0,360.404412405188,1.6118217802265,381.0,-118.28412777354019,-4.5709514863177,0.0
10961435,08:00:00,0,-3287.419296875197,2719.885187016578,1261.11,33.99304572966999,-7.391494319427316,3.810000000000091
10495573,08:00:00,0,688.7119305211554,0.7029128367647001,245.10999999999999,62.63528725746292,-1.0133204443232,8.89000000000001
10608166,08:00:00,0,1092.3181401172576,1.9584434496282,350.52,-42.04408277284122,0.7683452783822002,3.80999999999998
11383373,08:00:00,0,4457.819568610994,-3160.00537419482,609.6,-40.877756186618264,57.13031093935372,0.0
11177601,08:00:00,0,344.8948737639772,7.147629492768201,274.32,17.09632722745047,-0.6802304914615004,0.0
10995703,08:00:00,0,-4033.9291183501177,14.0631979986381,518.1600000000001,29.85328646140495,0.2746256094177998,0.0
11230188,08:00:00,0,196.9745258346806,6.3049874872794,274.32,34.7920233932543,-0.5049461989225,0.0
11245849,08:00:00,0,432.9344302432149,4.780225899401399,358.14,27.221868830826722,-0.1335050974518,0.0
10713358,08:00:00,0,-669.7212722848456,-4524.139559810454,670.5600000000001,14.025255488106625,77.19568052361137,0.0
10626382,08:00:00,0,5776.145101413339,-22.4391692035671,548.64,-47.2103024641477,1.1420193337846989,-7.620000000000071
11390177,08:00:00,0,1124.1046388563984,3.8407499405909,259.08,-34.093691178895824,-4.8669777709367,0.0
10696062,08:00:00,0,126.93140015630419,4.6618727063945,259.08,13.921211179295707,0.4738216867359001,0.0
10914310,08:00:00,0,102.0676094863967,2763.2645041074,640.08,-16.5152366525171,-66.80428709169428,0.0
10603290,08:00:00,0,235.2432420974414,-4701.067035413078,769.62,9.39761832442279,87.00001250617805,0.0
11084829,08:00:00,0,1241.0327782793531,3.2018911499418,365.76,-15.715099867809501,-0.5323116225756999,0.0
11038509,08:00:00,0,1129.2402364095124,2.1630102101406004,350.52,-36.922096292254736,-0.20456676051240022,0.0
11125456,08:00:00,0,1218.9432889834916,3.8173229595878,335.28000000000003,-19.253131376707255,-1.3040495221138,0.0
11000888,08:00:00,0,677.7495029381404,6.5617626755655,236.2199999999999,47.41293324026419,-1.6672526652086002,2.5400000000000977
10930800,08:00:00,0,118.89874978285681,4.541687652794001,224.79,16.345776209195694,-0.26020170408889987,-3.80999999999998
6130281,08:00:00,0,692.8825048063958,194.2073123886397,342.9,2.8039012926114326,0.42731972141810126,0.0
10767047,08:00:00,0,364.4374804218463,4.4414440399760995,213.35999999999999,30.896633382758274,-0.5752283265426996,0.0
10795990,08:00:00,0,185.47718146066418,0.3649797489498,213.35999999999999,27.6308474644352,1.6596613728415,0.0
10596570,08:00:00,0,5736.20114295315,-426.5184595598688,449.58,-45.3479512710393,29.735165105908568,-3.80999999999998
10991402,08:00:00,0,1200.0030664598976,4000.8667446053714,563.88,0.6815830323516625,-39.55620585269859,0.0
10758076,08:00:00,0,-3297.227973828389,-2374.5901180007527,929.64,86.41857348651882,3.3881034712406333,0.0
11333167,08:00:00,0,-1652.5810474539787,-4030.253690357962,1196.3400000000001,11.70771777393731,63.000488007311176,0.0
10926190,08:00:00,0,1308.339274820753,1.9516468511125,342.9,61.58131956514379,1.6130393096665,7.620000000000015
11098357,08:00:00,0,3119.8759765578593,2472.5226517332785,396.24,-40.89921302212307,25.044940380694047,0.9525000000000228
10839831,08:00:00,0,179.30293828285048,7.2897167310025,304.8,30.420850113219405,-0.6735491892316996,0.0
11007825,08:00:00,0,587.7408990734868,302.5359711637158,260.35,0.3270775134267545,0.3214890317388419,-52.070000000000036
